timestamp_utc,index,name,memory_used_mib,memory_total_mib,utilization_gpu_percent,power_draw_watts,temperature_c
2026-08-11T05:44:13Z,0, NVIDIA RTX 6000D, 13919, 85651, 89, 288.29, 74
2026-08-11T05:44:16Z,0, NVIDIA RTX 6000D, 13919, 85651, 73, 308.06, 74
2026-08-11T05:44:18Z,0, NVIDIA RTX 6000D, 13919, 85651, 96, 315.00, 74
2026-08-11T05:44:20Z,0, NVIDIA RTX 6000D, 13919, 85651, 86, 269.51, 73
2026-08-11T05:44:22Z,0, NVIDIA RTX 6000D, 13919, 85651, 79, 309.55, 72
2026-08-11T05:44:24Z,0, NVIDIA RTX 6000D, 13919, 85651, 94, 312.36, 72
2026-08-11T05:44:26Z,0, NVIDIA RTX 6000D, 13919, 85651, 100, 272.17, 72
2026-08-11T05:44:28Z,0, NVIDIA RTX 6000D, 13919, 85651, 73, 298.52, 71
2026-08-11T05:44:30Z,0, NVIDIA RTX 6000D, 13919, 85651, 91, 303.63, 72
2026-08-11T05:44:32Z,0, NVIDIA RTX 6000D, 13919, 85651, 98, 273.22, 72
2026-08-11T05:44:34Z,0, NVIDIA RTX 6000D, 13919, 85651, 4, 102.38, 64
